checking,uj417690,Charles Hernandez,2560.47
savings,la812559,Charles Tan,9842.67
checking,nh285295,Charles Tan,1197.28
savings,sp966551,Charles Yang,9324.27
checking,gk127721,Charles Yang,1703.45
savings,sx393891,Charles Smith,5024.43
checking,bt766102,Charles Smith,1603.38
savings,gs479948,Charles Jones,8518.53
checking,jz385253,Charles Jones,2079.31
savings,dy781687,Charles Lee,6512.61
checking,up358852,Charles Lee,1626.02
savings,jj732263,Charles Schmidt,6912.11
checking,zm179898,Charles Schmidt,972.58
savings,ie247006,Charles DeAndre,5476.31
checking,le229961,Charles DeAndre,1312.90
savings,zf412787,Charles Carpenter,7352.07
checking,ta521361,Charles Carpenter,531.53
savings,is427739,Charles Alvarez,5053.03
checking,qz918676,Charles Alvarez,841.45
savings,mp759295,Charles Wilson,6680.02
checking,hq774471,Charles Wilson,1830.46
savings,uo666252,Charles Miller,8337.78
checking,sl531914,Charles Miller,2707.51
savings,vj545936,Diego Gomez,7093.88
checking,tq892641,Diego Gomez,1143.27
savings,xk663502,Diego Rodriguez,7328.73
checking,ww688503,Diego Rodriguez,952.75
savings,uw197890,Diego Hernandez,9647.87
checking,jq446801,Diego Hernandez,2893.64
savings,is518519,Diego Tan,8455.60
checking,hx146890,Diego Tan,2073.54
savings,lb717748,Diego Yang,8937.52
checking,lz888969,Diego Yang,1620.86
savings,tr105717,Diego Smith,6259.84
checking,jh508581,Diego Smith,2978.41
savings,oh606599,Diego Jones,7786.93
checking,rt476393,Diego Jones,2001.80
savings,jl666941,Diego Lee,6643.68
checking,mw541310,Diego Lee,2165.18
savings,ja127185,Diego Schmidt,6932.38
checking,mq615277,Diego Schmidt,1499.57
savings,wl823738,Diego DeAndre,9860.63
checking,gb946504,Diego DeAndre,1169.58
savings,go206094,Diego Carpenter,7279.41
checking,vx482996,Diego Carpenter,2066.96
savings,bp725700,Diego Alvarez,6080.53
checking,ua253120,Diego Alvarez,1797.03
savings,sw222292,Diego Wilson,6299.48
checking,ia669926,Diego Wilson,519.20
savings,ct405641,Diego Miller,7930.15
checking,zk859387,Diego Miller,686.78
savings,lf877239,Federico Gomez,5528.32
checking,vl546169,Federico Gomez,1704.38
savings,lc804754,Federico Rodriguez,9883.75
checking,xr470552,Federico Rodriguez,1373.07
savings,qf241440,Federico Hernandez,7929.28
checking,uf344501,Federico Hernandez,1942.39
savings,mp739404,Federico Tan,8757.71
checking,gg760394,Federico Tan,2702.34
savings,yf506972,Federico Yang,7093.43
checking,vc906780,Federico Yang,2373.58
savings,ub443160,Federico Smith,7849.92
checking,la951653,Federico Smith,1236.85
savings,ua790606,Federico Jones,9862.23
checking,uj585741,Federico Jones,2856.76
savings,nq350637,Federico Lee,9456.61
checking,kh523308,Federico Lee,1625.79
savings,hq624473,Federico Schmidt,9979.05
checking,ys570572,Federico Schmidt,1883.09
savings,ye945342,Federico DeAndre,6598.03
checking,hj713772,Federico DeAndre,2852.66
savings,nv531885,Federico Carpenter,7802.77
checking,mz443755,Federico Carpenter,1626.84
savings,in393824,Federico Alvarez,9789.47
checking,ng636793,Federico Alvarez,2274.45
savings,gf121746,Federico Wilson,9949.49
checking,xm211009,Federico Wilson,2237.31
savings,hy374336,Federico Miller,8604.89
checking,mf321144,Federico Miller,952.36
savings,fg506562,Guillermo Gomez,7967.71
checking,st788769,Guillermo Gomez,786.81
savings,ao886047,Guillermo Rodriguez,5598.23
checking,vy250358,Guillermo Rodriguez,2936.52
savings,wc703257,Guillermo Hernandez,6797.98
checking,lh588667,Guillermo Hernandez,2929.17
savings,pv323716,Guillermo Tan,6870.68
checking,bs625050,Guillermo Tan,2907.81
savings,fm655856,Guillermo Yang,6819.55
checking,im267640,Guillermo Yang,1790.17
savings,cy524549,Guillermo Smith,9202.37
checking,uv514807,Guillermo Smith,898.92
savings,rk404971,Guillermo Jones,7744.72
checking,bh990490,Guillermo Jones,1406.98
savings,ff201779,Guillermo Lee,8203.01
checking,zj947340,Guillermo Lee,2213.44
savings,id676553,Guillermo Schmidt,8485.79
checking,yg107456,Guillermo Schmidt,1157.12
savings,fa591940,Guillermo DeAndre,5378.32
checking,fd789053,Guillermo DeAndre,2637.17
savings,na324874,Guillermo Carpenter,9390.02
checking,ql661017,Guillermo Carpenter,568.98
savings,wz127256,Guillermo Alvarez,9357.70
checking,xr636065,Guillermo Alvarez,1088.94
savings,ex545168,Guillermo Wilson,6914.78
checking,zp204191,Guillermo Wilson,685.98
savings,nk969651,Guillermo Miller,7783.69
checking,zs315963,Guillermo Miller,1489.51
savings,hn863963,Jessica Gomez,5898.11
checking,wj826111,Jessica Gomez,1264.20
savings,yh791790,Jessica Rodriguez,6524.60
checking,pz322999,Jessica Rodriguez,2836.72
savings,aa291559,Jessica Hernandez,6069.02
checking,zf700740,Jessica Hernandez,2519.34
savings,nu400558,Jessica Tan,6939.30
checking,tf922589,Jessica Tan,1262.60
savings,sq741404,Jessica Yang,7337.63
checking,ze572689,Jessica Yang,903.09
savings,yg323817,Jessica Smith,9896.72
checking,gb505437,Jessica Smith,2713.87
savings,dl862878,Jessica Jones,7706.68
checking,ws549380,Jessica Jones,2981.25
savings,sz220995,Jessica Lee,7132.45
checking,vc755172,Jessica Lee,2341.04
savings,cy231234,Jessica Schmidt,8354.32
checking,ts106491,Jessica Schmidt,2406.38
savings,oj677786,Jessica DeAndre,6310.99
checking,sd208701,Jessica DeAndre,1703.52
savings,as898560,Jessica Carpenter,7552.00
checking,zv332585,Jessica Carpenter,2226.22
savings,yw635717,Jessica Alvarez,5854.69
checking,io692485,Jessica Alvarez,2497.93
savings,zq388703,Jessica Wilson,8601.95
checking,cf409737,Jessica Wilson,845.84
savings,ev520081,Jessica Miller,9198.82
checking,rl427190,Jessica Miller,695.26
savings,cz965808,Kathleen Gomez,6905.60
checking,es145199,Kathleen Gomez,2366.27
savings,fm153275,Kathleen Rodriguez,5637.34
checking,qz941967,Kathleen Rodriguez,2728.83
savings,cp885801,Kathleen Hernandez,7607.06
checking,rk427181,Kathleen Hernandez,755.25
savings,zc499993,Kathleen Tan,6334.88
checking,jd899656,Kathleen Tan,709.37
savings,tv924074,Kathleen Yang,7995.19
checking,ti645705,Kathleen Yang,2366.78
savings,df142313,Kathleen Smith,9398.03
checking,lm940986,Kathleen Smith,1556.29
savings,gl866732,Kathleen Jones,7993.40
checking,rp950054,Kathleen Jones,2715.27
savings,lr123706,Kathleen Lee,7122.32
checking,il419064,Kathleen Lee,2924.75
savings,ep730702,Kathleen Schmidt,7617.67
checking,di506422,Kathleen Schmidt,1127.48
savings,ef883787,Kathleen DeAndre,6661.66
checking,cp213949,Kathleen DeAndre,1877.27
savings,pw670207,Kathleen Carpenter,7241.90
checking,hw819360,Kathleen Carpenter,940.68
savings,nh529233,Kathleen Alvarez,7402.64
checking,fv740244,Kathleen Alvarez,2895.17
savings,fa805789,Kathleen Wilson,9873.33
checking,kg352753,Kathleen Wilson,789.28
savings,ux833041,Kathleen Miller,9268.84
checking,ir605298,Kathleen Miller,2550.73
savings,lg759171,Leonardo Gomez,9411.79
checking,sm937395,Leonardo Gomez,1723.41
savings,gl868289,Leonardo Rodriguez,6028.67
checking,uo356141,Leonardo Rodriguez,1463.70
savings,uf438735,Leonardo Hernandez,5042.91
checking,yd265815,Leonardo Hernandez,2933.20
savings,sn317734,Leonardo Tan,6435.36
checking,px966244,Leonardo Tan,2547.56
savings,wc948322,Leonardo Yang,9498.76
checking,pd784404,Leonardo Yang,710.01
savings,ai328877,Leonardo Smith,8688.72
checking,he669924,Leonardo Smith,510.04
savings,ou271180,Leonardo Jones,7908.34
checking,iz472983,Leonardo Jones,962.21
savings,ym890403,Leonardo Lee,5275.68
checking,xy966784,Leonardo Lee,1110.27
savings,sg223394,Leonardo Schmidt,9356.02
checking,rj410487,Leonardo Schmidt,2616.99
savings,gq777329,Leonardo DeAndre,5720.36
checking,da710678,Leonardo DeAndre,2290.56
savings,tc759325,Leonardo Carpenter,5067.92
checking,zx114329,Leonardo Carpenter,2582.22
savings,dy991054,Leonardo Alvarez,9154.05
checking,kv697704,Leonardo Alvarez,2994.56
savings,ta483500,Leonardo Wilson,5353.80
checking,dr169375,Leonardo Wilson,2612.60
savings,tj308778,Leonardo Miller,6902.04
checking,cl855857,Leonardo Miller,1755.76
savings,iv613624,Miguel Gomez,7046.75
checking,rp332960,Miguel Gomez,1923.02
savings,qg585871,Miguel Rodriguez,7476.17
checking,qb957218,Miguel Rodriguez,990.10
savings,mz565781,Miguel Hernandez,9203.31
checking,bj788933,Miguel Hernandez,1718.52
savings,zx786512,Miguel Tan,7460.82
checking,sl488233,Miguel Tan,1854.94
savings,po211385,Miguel Yang,7253.13
checking,xu877837,Miguel Yang,1465.32
savings,pr635585,Miguel Smith,6785.06
checking,mm139416,Miguel Smith,1042.81
savings,ng982918,Miguel Jones,9620.87
checking,hd510371,Miguel Jones,1709.96
savings,gj286137,Miguel Lee,5784.49
checking,uy811249,Miguel Lee,2462.89
savings,zj992833,Miguel Schmidt,6081.74
checking,om825555,Miguel Schmidt,2064.87
savings,ze116354,Miguel DeAndre,9274.06
checking,wi395548,Miguel DeAndre,925.85
savings,tw668541,Miguel Carpenter,8757.88
checking,ig501634,Miguel Carpenter,617.79
savings,ot183513,Miguel Alvarez,9576.41
checking,aj410158,Miguel Alvarez,1688.25
savings,an611092,Miguel Wilson,9714.48
checking,bd385811,Miguel Wilson,2489.65
savings,ig525784,Miguel Miller,6080.53
checking,qh730367,Miguel Miller,1531.64
savings,rc600066,Nina Gomez,8572.58
checking,ce650119,Nina Gomez,561.10
savings,qv416236,Nina Rodriguez,8441.33
checking,tt154378,Nina Rodriguez,1448.49
savings,un959909,Nina Hernandez,9419.56
checking,mi663991,Nina Hernandez,511.20
savings,mw852894,Nina Tan,8973.35
checking,mh472795,Nina Tan,2982.12
savings,tz456552,Nina Yang,8569.26
checking,mb318341,Nina Yang,2763.74
savings,hh566009,Nina Smith,7140.38
checking,ff159137,Nina Smith,2321.04
savings,op241131,Nina Jones,8399.78
checking,gx323914,Nina Jones,716.03
savings,vf611862,Nina Lee,5297.55
checking,jw245662,Nina Lee,879.52
savings,oh223982,Nina Schmidt,7580.77
checking,xd540296,Nina Schmidt,2733.40
savings,gv960171,Nina DeAndre,5003.73
checking,nk434614,Nina DeAndre,805.54
savings,fv958839,Nina Carpenter,9490.67
checking,ob430224,Nina Carpenter,2328.22
savings,ua232082,Nina Alvarez,7289.43
checking,dp101109,Nina Alvarez,1145.02
savings,uj750030,Nina Wilson,8520.08
checking,kc255358,Nina Wilson,1706.71
savings,nz748925,Nina Miller,8238.91
checking,ie621775,Nina Miller,2756.90
savings,fc392748,Robert Gomez,8259.42
checking,me524056,Robert Gomez,959.11
savings,sa800838,Robert Rodriguez,8125.29
checking,ny396235,Robert Rodriguez,2517.39
savings,qo618461,Robert Hernandez,6276.63
checking,kz986651,Robert Hernandez,1088.82
savings,qe888814,Robert Tan,8123.34
checking,zj702604,Robert Tan,2373.90
savings,fw431659,Robert Yang,7305.21
checking,zz885204,Robert Yang,1325.24
savings,nh869874,Robert Smith,8317.24
checking,ka205102,Robert Smith,1408.99
savings,yv791501,Robert Jones,5183.38
checking,nz290989,Robert Jones,2241.12
savings,pm349473,Robert Lee,9319.16
checking,xu915497,Robert Lee,1753.13
savings,tv868675,Robert Schmidt,8811.79
checking,th941945,Robert Schmidt,1100.42
savings,ek249834,Robert DeAndre,7319.20
checking,rl344634,Robert DeAndre,1941.34
savings,qs514835,Robert Carpenter,8730.23
checking,ct902527,Robert Carpenter,2095.45
savings,hm817869,Robert Alvarez,8798.78
checking,ms323255,Robert Alvarez,1643.06
savings,td630869,Robert Wilson,8653.19
checking,eo354253,Robert Wilson,1692.99
savings,pc432548,Robert Miller,6456.49
checking,pc592277,Robert Miller,2107.62
savings,os576633,Tomas Gomez,5449.53
checking,cs482001,Tomas Gomez,698.47
savings,sj515928,Tomas Rodriguez,7119.34
checking,ff249308,Tomas Rodriguez,2157.93
savings,ye569395,Tomas Hernandez,6603.12
checking,jw598210,Tomas Hernandez,2364.37
savings,se184312,Tomas Tan,5542.23
checking,eg648839,Tomas Tan,2634.21
savings,ps899285,Tomas Yang,6149.70
checking,zz653714,Tomas Yang,2414.55
savings,jf380789,Tomas Smith,5034.34
checking,cv831068,Tomas Smith,2836.36
savings,tx224661,Tomas Jones,8449.09
checking,bf462984,Tomas Jones,2229.73
savings,mz114198,Tomas Lee,6793.86
checking,ti960627,Tomas Lee,738.71
savings,up835531,Tomas Schmidt,8922.52
checking,sg814182,Tomas Schmidt,640.84
savings,ca696497,Tomas DeAndre,9680.85
checking,pv484524,Tomas DeAndre,2054.26
savings,xo761414,Tomas Carpenter,7061.85
checking,cd509390,Tomas Carpenter,2807.05
savings,oe615189,Tomas Alvarez,5913.06
checking,uy777243,Tomas Alvarez,1606.53
savings,sh856684,Tomas Wilson,9599.89
checking,ri770088,Tomas Wilson,1512.92
savings,gq863782,Tomas Miller,5830.50
checking,vt625706,Tomas Miller,1426.99
savings,bp505838,Walter Gomez,5721.01
checking,cd428747,Walter Gomez,1905.30
savings,aq862819,Walter Rodriguez,6442.30
checking,bt293182,Walter Rodriguez,1033.45
savings,do458480,Walter Hernandez,6586.00
checking,jn161143,Walter Hernandez,2704.66
savings,ay453697,Walter Tan,8942.43
checking,vx973851,Walter Tan,1460.39
savings,gd257316,Walter Yang,8247.61
checking,nk519785,Walter Yang,2768.00
savings,am798528,Walter Smith,9761.40
checking,kv144704,Walter Smith,806.42
savings,rw288243,Walter Jones,5240.52
checking,lx568657,Walter Jones,1550.66
savings,if132802,Walter Lee,8006.70
checking,ig963906,Walter Lee,2835.56
savings,zj335065,Walter Schmidt,6744.40
checking,lp657369,Walter Schmidt,513.04
savings,nx509474,Walter DeAndre,9337.30
checking,ef779785,Walter DeAndre,1519.69
savings,ny418398,Walter Carpenter,8238.66
checking,yi152951,Walter Carpenter,2344.95
savings,sj758281,Walter Alvarez,7416.28
checking,ht797058,Walter Alvarez,837.05
savings,rq354618,Walter Wilson,8994.66
checking,yn915358,Walter Wilson,1034.81
savings,vg107077,Walter Miller,9090.31
checking,uk330247,Walter Miller,648.79
